MAL_ID,Name,Score,Genres,sypnopsis
9260,Kizumonogatari I: Tekketsu-hen,8.4,Vampire,"During Koyomi Araragi's second year at Naoetsu Private High School, he has a chance encounter with Tsubasa Hanekawa, the top honor student in his class. When they strike up a conversation, Hanekawa mentions a shocking rumor: a vampire with beautiful blonde hair and freezing cold eyes has been seen lurking around town. Happy to have made a new friend, Araragi writes off the rumor and goes about the rest of his evening in a carefree manner. However, on his way home, he stumbles across splatters of blood leading down the stairs to the subway. His curiosity pushes him to investigate further, so he follows the gruesome pools into the depths of the station. When he arrives at the source of the blood, he is terrified by what he sees—the rumored blonde vampire herself, completely dismembered. After she calls for his help, Araragi must make a decision, one which carries the potential to change his life forever."
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.59,"Fantasy, Kids, Magic, Shoujo","Sakura Kurumi, Erika's mother, is preparing for a fashion show in Paris. The girls of the school's fashion club are going to model there, including some high school students. While in Paris, they meet a mysterious boy named Oliver. However, Baron Salamander of the Desert Apostles appears, and the girls transform into Pretty Cures to defend Paris."
9289,Hanasaku Iroha,7.95,"Slice of Life, Comedy, Drama","Ohana Matsumae is an energetic and wild teenager residing in Tokyo with her carefree single mother. Abruptly, her mother decides to run away with her new boyfriend from debt collectors, forcing the young girl to fend for herself—as per her mother's ""rely only on yourself"" philosophy—in rural Japan, where her cold grandmother runs a small inn. Driven to adapt to the tranquil lifestyle of the countryside, Ohana experiences and deals with the challenges of working as a maid, as well as meeting and making friends with enthralling people at her new school and the inn."
9340,Cheburashka,7.04,Comedy,The stop-motion animated film based on Russia's Cheburashka character.
9366,Kaichou wa Maid-sama!: Omake dayo!,7.49,"Comedy, School, Shoujo","Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)""."
9396,Mitsudomoe: Oppai Ippai Mama Genki,7.57,"Slice of Life, Comedy, School",special unaired episode included in the 7th DVD/Blu-ray volume.
9441,Yume-iro Pâtissière SP Professional,7.6,"Slice of Life, Shoujo","Upon her return to Japan after a two year study break in Paris, Ichigo Amano is met with news of Team Ichigo's separation, as each of the Sweets Princes takes a different path toward their dream. Now in her first year of high school, Henri Lucas has a project in store for her, enlisting the help of Ichigo, Makoto Kashino, and new members Lemon Yamagishi and Johnny McBeal to give rise to a new Team Ichigo. As the four work together on this project, Ichigo and Makoto continue to grow closer, though Johnny and the unrelenting Miya Koshiro will not idly sit by; with Johnny's eye on Ichigo and Miya still after Makoto, it definitely seems like love won't come easily. With Ichigo's time at St. Marie Academy, she is now ever closer to her dream of starting her very own pâtisserie. However, she will soon realize that it takes more than just making delicious sweets to open up a shop."
9465,Break Blade 4: Sanka no Chi,7.87,"Action, Fantasy, Mecha, Military, Shounen",Fourth Break Blade Movie.
9471,Baka to Test to Shoukanjuu: Matsuri,7.62,"Comedy, School, Super Power",OVA of Baka to Test to Shoukanjuu which was announced to be released before the start of the second series.
9510,Mitsudomoe Zouryouchuu!,7.71,"Slice of Life, Comedy, School",Second season of Mitsudomoe.
9513,Beelzebub,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen","Ishiyama High is a school populated entirely by delinquents, where nonstop violence and lawlessness are the norm. However, there is one universally acknowledged rule—don't cross first year student Tatsumi Oga, Ishiyama's most vicious fighter. One day, Oga is by a riverbed when he encounters a man floating down the river. After being retrieved by Oga, the man splits down the middle to reveal a baby, which crawls onto Oga's back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord! As if finding the future Lord of the Underworld isn't enough, Oga is also confronted by Hildegard, Beel's demon maid. Together they attempt to raise Baby Beel—although surrounded by juvenile delinquents and demonic powers, the two of them may be in for more of a challenge than they can imagine."
9563,Hidamari Sketch x ☆☆☆ Specials,7.83,"Slice of Life, Comedy, School, Seinen",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
9611,Aa! Megami-sama! (2011),7.35,"Comedy, Magic, Romance, Seinen, Supernatural","OVAs bundled with volumes 42, 43 & 46 of the Aa! Megami-sama! manga."
9617,K-On! Movie,8.33,"Music, Slice of Life, Comedy","Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure! Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls."
9656,Kimi ni Todoke 2nd Season,8.01,"Slice of Life, Drama, Romance, School, Shoujo","fter a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them. As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test."
9724,Break Blade 5: Shisen no Hate,7.84,"Action, Military, Fantasy, Mecha, Shounen",Fifth Break Blade Movie.
9734,K-On!!: Keikaku!,7.84,"Comedy, Music, School, Slice of Life","The summer holidays are coming to an end, but the girls from Houkago Tea Time want to take one more trip before their next semester starts. With countless travel destinations to choose from and as many preferences as there are club members, coming to an agreement seems far-flung. Unable to reach a decision, they remember that they must first apply for new passports. As simple as it may sound, the routine visit to a government office and filing a form soon turns into an all-day adventure for Yui Hirasawa and the rest of the band."
9735,Gintama: Shinyaku Benizakura-hen,8.27,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen","ccording to Tsutaya Online, the DVD of Gintama: Shinyaku Benizakura-hen will be released on December 15th. A new special will be bundled with the limited edition. It's the running gag of Ben Johnson episode where animation staff reuse the New Years footage; Yorozuya would sit around the kotatsu eating a bowl of tangerines. They discuss elaborate subjects, Shinpachi complains about reusing animation footage, and then Gin-chan always ending the gag with a pointless announcement."
