MAL_ID,Name,Score,Genres,sypnopsis
4808,Hurricane Polymar,6.54,"Action, Sci-Fi, Adventure, Police, Super Power","Yoroi Takeshi is a carefree and somewhat naïve youth, who works as an assistant to the bumbling detective wannabe Kuruma Jo (who frequently proclaims himself the heir apparent to the title of Greatest Detective “Sherlock Holmes”). From their rundown and shabby office, they run a humble if not failing private investigation service. The spunky and cute Nanba Teru (who’s father owns the building when Jo and Takeshi reside in) frequently interferes in their affairs by threatening eviction (Jo is continually months behind in back rent). Since they rarely get any clients, they must resort to eavesdropping and spying on the Secret International Police Department headquarters, located in the building across from theirs in order to get their assignments. Unbeknownst to Jo and Teru, Takeshi has a deep secret. Not only is Takeshi the son of the International Police Department Chief but in times of peril and danger, mild-mannered Takeshi uses his trusty Poly-Met (Polymer Helmet) to transform into the Superhero “Hurricane” Polymer, a red suited masked man with incredible fighting abilities and superhuman strength. The only one who knows Takeshi’s secret is his lazy Saint Bernard, Daisaku, who always likes to provide cutting commentary to the audience (using his inner voice). Together Jo and Takeshi (as Polymer) confront and battle a myriad of evil organizations, criminal gangs, mutants and monsters as they fight crime in the future city of Washinkyo (Washington/Tokyo). (Source: japanhero.com)"
4810,Shinzou Ningen Casshern,6.7,"Action, Sci-Fi, Adventure","The brilliant Dr. Azuma created many robots to aid humankind. However, during a thunderstorm his lab was struck by lightning, corrupting the programming of one of his robots, BK-1, who renames himself Braiking Boss and declares that instead of serving mankind, mankind will now serve him! He brings other robots together into an overwhelming army bent on enslaving the human race. Tetsuya, Dr. Azuma's son, asks his father to turn him into an indestructible android so that he will have the power to destroy the threat his father inadvertently created. Shortly thereafter, Braiking Boss captures Dr. Azuma and his wife. Tetsuya, now renamed Casshern, sets out to turn the tide of the war and rescue his parents, with the help of his girlfriend, Luna, and robot dog, Friender."
4811,Ichigo Mashimaro Encore,7.7,"Comedy, Slice of Life",Ichigo Mashimaro encore is a two-episode OVA continues onwards from the previous set of OVAs of Ichigo Mashimaro.
4814,Junjou Romantica 2,7.85,"Comedy, Drama, Romance, Shounen Ai",The second part of Junjou Romantica continuing the story.
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.52,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen","fter a mysterious pair attack Rukia Kuchiki and erase her memories while she is in Seireitei, Ichigo Kurosaki, a substitute Soul Reaper, briefly forgets Rukia, until he is reminded of her by Kon, an Underpod Mod-Soul. Confused, he seeks his town's candy-shop owner, Kisuke Urahara, who opens the pathway to Seireitei for them. Ichigo is then shocked to find that his allies in Seireitei, the Shinigami of the Soul Society, have forgotten him. Filled with action, Kimi no Na wo Yobu follows Ichigo and Kon as they fight against their former comrades while searching for the missing Rukia and discovering her assailants before they strike again."
4851,Lupin III: Seven Days Rhapsody,7.03,"Action, Adventure, Comedy, Seinen","upin and Jigen planed to steal enormous money from a racetrack in New York. Their plan is perfect and the only thing remains is to wait for 6 days. To celebrate the success beforehand, they go to a town. Lupin parts from Jigen because he recalls another engagement. Then, Lupin saves a girl, Michelle, being chased by suspicious men. She asks Lupin to steal a diamond from her father in order to stop him from doing evil things. Lupin thinks he can get both money and a diamond 6 days later, and he accepts her request to guard her for 6 days. Meanwhile, Jigen meets his old fellow soldier, Ryatte, and they’re talking about another business. Then, Jigen is supposed to spends 6 days with Ryatte before the plan with Lupin. On the other hand, Fujiko and Goemon are planning to steal a diamond at a diamond exhibits. The host of the exhibition is… (Source: AniDB)"
4854,Fuuma no Kojirou: Yasha-hen,6.4,"Action, Martial Arts, Fantasy, Shounen","Hakuo Gakuin is on the verge of closing down due to students transferring to rival school Seishikan after mysterious injuries happening to students who refuse to transfer. To protect the school and its students they hire Kojiro, a member of the Fuma clan of ninjas. After finding out that Seishikan has enlisted the help of the Yasha ninja clan, who had been rivals with the Fuma for generations, Kojiro gains the help of his fellow Fuma ninjas. Even though they are hired to protect the schools, the two rival clans vow to destroy each other once and for all so that only one clan remains. (Source: ANN)"
4855,Fuuma no Kojirou: Seiken Sensou-hen,6.44,"Action, Martial Arts, Fantasy, Shounen","Hakuo Gakuin used to be a prestigious high school, and famous for martial arts. However, because its rival school; Seishikan, has been cowardly luring it's superior students, Hakuo was going to decline. In order to recover from the situation, the acting principal of Hakuo; Hojo Himeko, sends Yagyu Ranko to the Fuma Village in search of the famous Fuma ninja clan for assistance. The leader of the Fuma sent Kojiro to Hakuo, there he faces the notorious Yasha clan who fights for Seishikan lead by Asuka Musashi. Soon Kojiro's comrades arrive and an all-out ninja war postponed for 500 years begins between the 2 clans. (Source: d-addicts)"
4856,Fuuma no Kojirou: Fuuma Hanran-hen,6.42,"Action, Martial Arts, Fantasy, Shounen","fter the Chaos war, Kojiro and Ryouma return to earth only to find their clan members killing off each other."
4872,Goku Sayonara Zetsubou Sensei,7.85,"Comedy, Parody, School, Shounen",Sayonara Zetsubou Sensei OVA.
4874,Pokemon: Pikachu no Fuyuyasumi,6.52,"Adventure, Comedy, Fantasy, Kids","Pikachu's Winter Vacations are three series of videos, each composed of several Pikachu shorts. All shorts deal with winter and Christmas. This is the first series and contains Christmas Night & Kanga Games."
4876,Hashire Melos (Movie),6.89,"Action, Adventure, Historical","los is a good boy from Messina and has come to Syracuse, the magnificent city of temples, to buy a ritual sword for his sister's marriage ceremony. He meets a very talented sculptor and they become friends. Later, the King's guards arrest Melos while he was having a walk in the castle's gardens and Syracuse's King, obsessed by the idea of assassins out to kill him, sentences him to death. Melos is desperate, but most of all he wants to be present at his sister's marriage, so he asks the King for three days to go to Messina for the celebration and then return to Syracuse where he will accept the death penalty. The King does not trust Melos, but, trying to demonstrate that nobody could trust him, asks him to find a volunteer substitute in case he breaks his promise. The sculptor accepts to be Melos' substitute in this case... (Source: ANN)"
4879,Mouryou no Hako,7.19,"Mystery, Psychological, Supernatural, Thriller, Seinen",The story follows a series of bizarre murders of schoolgirls who have been dismembered and stuffed into boxes. The private investigator hired by a missing daughter's mother joins forces with an antique book seller and others to unravel the murder spree. (Source: ANN)
4884,Tales of the Abyss,7.32,"Adventure, Drama, Fantasy","The world of Auldrant is bound by the Score, a series of prophecies from centuries past that dictate the world's future. It is considered an absolute fate that everyone lives by—even people whose actions lead to bloodshed and tears. Using magical abilities known as the Fonic Arts, a war between the nation of Kimlasca-Lanvaldear and the Malkuth Empire is waged in hopes of bringing the Score's foreseen utopia to life. Tales of the Abyss follows Luke von Fabre, who spends his days locked away in his manor after being kidnapped and losing memories as a child. One day, while honing his swordsmanship, a woman named Tear attempts to assassinate his master. Luke defends him, but the clash results in the two being teleported to a distant land. Luke and Tear’s journey back quickly escalates into a quest that will either free the world from the Score's chains or destroy it completely."
4886,InuYasha: Kuroi Tessaiga,7.74,"Adventure, Comedy, Demons, Supernatural, Magic, Romance, Fantasy, Shounen","30-minute Inuyasha feature titled Kuroi Tessaiga screened on Takahashi Rumiko's picture exhibitions across Japan. In January 2010, this special ended up, slightly edited, as episode 15 of Inuyasha Kanketsu-hen."
4890,Peut-etre Toi,6.32,Music,Peut-etre Toi is a 4 minutes short music video produced by Production I.G and Geneon Entertainment. A unknown hero rescues his beloved who was held captive by humanoid-looking machines.
